30.02,1216,-8,24
30.06,1212,-4,12
30.09,1188,-32,36
30.11,1168,-60,32
30.14,1148,-48,20
30.16,1064,-88,36
30.18,1036,-68,-8
30.21,992,-80,24
30.23,968,-116,8
30.25,956,-108,60
30.28,908,-108,28
30.3,908,-104,40
30.3,908,-104,40
30.33,908,-88,64
30.35,924,-104,40
30.37,944,-92,56
30.4,1004,-88,52
30.43,1032,-116,76
30.48,1096,-48,-8
30.5,1164,-16,44
30.52,1168,-40,64
30.55,1224,-16,0
30.57,1192,12,68
30.6,1200,-8,52
30.62,1148,28,36
30.65,1116,64,36
30.67,1084,48,68
30.69,1060,32,28
30.72,1000,80,24
30.74,984,84,60
30.76,940,52,36
30.79,900,88,48
30.81,888,68,36
30.84,880,96,80
30.86,912,76,76
30.89,936,64,60
30.91,964,36,64
30.94,1000,64,60
30.97,1064,44,60
30.99,1124,-40,52
31.01,1108,64,80
31.06,1184,-20,40
31.09,1208,-44,32
31.11,1180,-4,28
31.13,1176,-32,32
31.16,1156,-64,28
31.19,1128,-60,16
31.21,1040,-64,32
31.23,1016,-76,40
31.26,1000,-88,24
31.28,960,-96,32
31.31,928,-108,28
31.33,920,-112,24
31.36,920,-100,16
31.38,912,-88,40
31.4,920,-108,32
31.43,956,-88,60
31.45,1020,-76,36
31.48,1032,-72,64
31.53,1116,-28,44
31.55,1184,-16,20
31.58,1196,-28,12
31.6,1204,0,20
31.62,1184,-12,16
31.65,1156,16,52
31.68,1136,16,40
31.7,1096,48,8
31.72,1080,20,20
31.75,1044,48,28
31.77,972,56,60
31.8,924,60,24
31.82,916,56,40
31.85,912,88,56
31.87,888,88,28
31.92,924,52,20
31.95,924,44,40
31.97,944,76,56
32,1036,28,64
32.02,1080,24,56
32.04,1100,32,76
32.07,1112,52,88
32.09,1136,0,8
32.12,1184,12,40
32.14,1196,-28,28
32.17,1176,-20,28
32.19,1148,-44,12
32.22,1140,-44,48
32.24,1064,-52,52
32.26,1036,-84,28
32.29,1000,-76,24
32.31,984,-96,24
32.34,952,-96,36
32.36,928,-96,0
32.38,916,-88,28
32.43,940,-96,4
32.46,948,-100,36
32.48,1004,-92,12
32.51,1016,-80,76
32.53,1064,-88,68
32.55,1080,-52,76
32.58,1112,-72,56
32.6,1164,-8,36
32.63,1196,-16,36
32.65,1180,8,36
32.68,1188,-12,64
32.7,1136,32,40
32.73,1136,-12,0
32.78,1064,28,56
32.8,1016,48,48
32.82,992,60,20
32.85,932,80,56
32.87,932,48,32
32.9,900,60,52
32.92,904,76,40
32.95,924,64,40
32.97,940,76,72
32.99,944,32,56
33.02,984,84,72
33.04,1020,44,72
33.06,1048,28,104
33.09,1120,16,60
33.11,1120,56,104
33.14,1156,-24,48
33.16,1180,12,44
33.19,1168,-60,28
33.21,1156,-24,24
33.24,1140,-32,28
33.26,1108,-76,44
33.28,1092,-52,36
33.31,1052,-88,20
33.33,1000,-96,24
33.36,964,-88,24
33.38,948,-84,20
33.4,924,-112,4
33.43,924,-84,24
33.45,924,-108,36
33.48,944,-88,36
33.5,972,-68,24
33.52,976,-96,48
33.55,1012,-56,40
33.57,1064,-96,84
33.6,1104,-52,36
33.62,1136,-28,64
33.64,1136,-24,56
33.67,1164,-24,36
33.7,1156,4,40
33.72,1156,8,32
33.75,1140,16,24
33.79,1092,44,44
33.84,996,56,44
33.87,976,56,28
33.89,944,48,52
33.92,916,48,40
33.94,904,76,48
33.96,912,60,32
33.99,920,40,68
34.01,940,64,92
34.06,1000,48,64
34.09,1028,32,60
34.11,1072,24,40
34.14,1080,44,88
34.16,1148,0,48
34.19,1176,40,48
34.21,1168,-44,24
34.23,1160,12,16
34.26,1168,-60,40
34.29,1120,-24,16
34.31,1100,-52,24
34.33,1060,-88,20
34.36,1004,-64,36
34.38,988,-92,8
34.41,960,-76,32
34.43,932,-100,48
34.46,932,-108,52
34.48,916,-108,-4
34.5,924,-88,40
34.53,948,-92,48
34.55,984,-80,28
34.58,996,-84,48
34.6,1056,-60,40
34.63,1040,-56,96
34.65,1092,-16,72
34.68,1140,-8,28
34.7,1148,-4,0
34.73,1132,-12,52
34.75,1168,-4,28
34.77,1152,24,40
34.8,1120,12,28
34.82,1052,64,48
34.85,1056,12,32
34.87,1008,56,48
34.9,992,52,40
34.92,952,44,44
34.95,928,36,44
34.97,916,80,48
35.02,900,48,40
35.04,916,76,72
35.07,996,40,48
35.09,984,64,100
35.12,1024,28,36
35.14,1032,48,104
35.17,1060,-56,-36
35.19,1132,108,52
35.22,1168,-120,44
35.24,1144,48,40
35.26,1156,-4,20
35.29,1136,4,32
35.31,1120,-48,32
35.34,1104,-76,24
35.36,1080,-68,28
35.39,1048,-76,36
35.42,992,-76,12
35.44,964,-92,16
35.46,964,-92,36
35.49,928,-100,-8
35.49,928,-100,-8
35.51,924,-80,20
35.54,928,-96,40
35.56,936,-108,40
35.59,972,-76,52
35.61,976,-92,48
35.63,1032,-64,36
35.66,1056,-56,68
35.68,1088,-52,44
35.7,1116,-48,48
35.73,1132,-12,28
35.76,1144,-12,48
35.78,1152,4,32
35.8,1136,4,36
35.85,1120,48,64
35.88,1060,36,32
35.9,1048,20,16
35.92,1008,56,64
35.95,988,52,52
35.98,944,56,32
36,920,36,24
36.03,912,88,48
36.05,912,36,28
36.07,920,36,52
36.1,972,32,76
36.12,968,52,112
36.15,1008,8,64
36.17,1036,72,80
36.2,1108,-8,24
36.22,1100,44,44
36.25,1120,-60,88
36.27,1136,48,24
36.29,1140,-20,24
36.32,1136,4,28
36.34,1112,-44,32
36.37,1120,-36,24
36.39,1068,-52,64
36.42,1072,-48,32
36.44,1008,-108,20
36.47,996,-80,8
36.49,944,-76,44
36.52,952,-100,32
36.55,928,-88,16
36.57,936,-96,24
36.59,940,-100,20
36.62,920,-76,40
36.64,968,-64,32
36.66,1016,-76,76
36.69,1044,-64,36
36.71,1072,-44,48
36.74,1080,-64,84
36.76,1112,-32,36
36.79,1136,-20,52
36.87,1148,-8,28
36.9,1128,-8,36
36.92,1120,12,32
36.95,1124,0,52
36.97,1088,40,36
37.02,1016,52,44
37.04,992,56,36
37.07,968,36,48
37.09,932,48,28
37.17,920,36,36
37.19,940,96,104
37.22,940,44,84
37.24,992,52,16
37.26,1024,40,60
37.29,1048,0,40
37.32,1068,28,84
37.34,1108,-20,56
37.36,1136,36,28
37.39,1136,-32,60
37.41,1140,-12,40
37.44,1116,-44,28
37.46,1120,-40,16
37.49,1092,-28,44
37.51,1052,-84,40
37.53,1044,-36,20
37.56,972,-84,56
37.58,988,-96,16
37.61,952,-80,32
37.63,952,-96,24
37.66,932,-80,36
37.68,944,-76,28
37.71,948,-96,60
37.73,968,-60,80
37.76,1020,-64,36
37.78,1036,-48,44
37.81,1048,-108,80
37.86,1112,-16,60
37.88,1112,-12,28
37.9,1148,-16,36
37.93,1128,0,44
37.95,1132,8,32
37.97,1108,12,36
38,1080,4,24
38.03,1040,36,48
38.05,1032,36,20
38.07,1012,20,60
38.1,976,60,36
38.12,936,44,40
38.15,928,64,24
38.17,920,48,48
38.2,916,64,36
38.22,932,44,104
38.25,984,28,24
38.27,976,44,84
38.3,996,20,40
38.35,1048,-8,48
38.39,1108,4,56
38.47,1132,-44,16
38.49,1100,-20,48
38.52,1088,-52,20
38.54,1064,-56,-8
38.56,1056,-80,36
38.59,996,-96,32
38.61,976,-60,28
38.64,952,-84,48
38.66,960,-108,-8
38.68,928,-88,20
38.71,936,-96,32
38.73,936,-76,28
38.76,940,-80,68
38.78,968,-96,76
38.8,996,-52,80
38.83,1040,-56,44
38.86,1072,-32,32
38.88,1064,-72,68
38.9,1100,-16,32
38.93,1124,-24,40
38.98,1120,-4,40
39,1112,0,40
39.02,1100,8,20
39.05,1068,32,40
39.07,1028,20,20
39.1,1016,36,36
39.12,980,60,32
39.15,960,44,44
39.19,936,52,40
39.22,928,52,40
39.24,932,60,36
39.27,940,44,56
39.29,928,80,76
39.32,988,28,64
39.34,1012,28,60
39.36,1044,12,68
39.44,1112,40,24
39.47,1104,-4,72
39.52,1112,-24,32
39.54,1100,-48,20
39.59,1068,-40,12
39.61,1020,-84,16
39.64,988,-60,32
39.66,968,-84,40
39.69,968,-92,12
39.71,936,-80,48
39.74,940,-84,40
39.76,940,-84,24
39.79,944,-84,48
39.81,972,-60,24
39.83,988,-84,72
39.86,1016,-44,40
39.88,1028,-52,44
39.9,1060,-72,76
39.93,1100,-20,20
39.96,1100,-56,60
39.98,1108,-4,28
40.01,1112,-12,44
40.03,1120,12,32
40.05,1092,12,32
40.08,1072,16,20
40.1,1080,32,64
40.13,1020,52,24
40.15,1000,28,32
