30.01,1052,76,96
30.03,1100,52,92
30.06,1192,32,92
30.08,1204,24,84
30.11,1228,-8,72
30.13,1216,-24,80
30.18,1104,-76,80
30.21,1060,-88,60
30.23,1012,-108,60
30.25,976,-116,60
30.28,908,-128,52
30.31,904,-132,48
30.33,884,-112,72
30.36,904,-104,72
30.38,984,-100,72
30.4,1032,-76,84
30.43,1072,-80,76
30.45,1128,-60,64
30.48,1172,-52,64
30.5,1212,-4,92
30.52,1208,12,68
30.55,1204,40,88
30.57,1172,48,92
30.6,1136,64,92
30.62,1036,92,76
30.65,992,84,80
30.67,952,96,72
30.7,900,108,84
30.72,880,108,92
30.75,884,84,84
30.79,944,100,80
30.82,984,84,72
30.84,1068,64,84
30.89,1168,44,80
30.92,1196,20,80
30.94,1196,-12,84
30.97,1188,-24,76
30.99,1164,-48,72
31.01,1132,-56,68
31.04,1076,-88,72
31.07,1040,-112,68
31.09,948,-124,60
31.11,920,-124,60
31.14,900,-132,60
31.16,908,-128,36
31.19,948,-136,52
31.21,980,-120,48
31.24,1004,-104,52
31.26,1052,-76,80
31.28,1096,-64,64
31.31,1164,-24,76
31.33,1188,-12,80
31.36,1204,8,92
31.38,1188,12,84
31.41,1144,44,104
31.44,1092,64,80
31.46,1052,84,84
31.48,1008,84,76
31.51,964,104,72
31.53,900,100,72
31.56,884,104,92
31.58,888,104,100
31.63,924,84,84
31.65,1000,88,80
31.68,1040,80,68
31.7,1092,52,88
31.72,1128,40,68
31.75,1160,16,96
31.78,1196,-4,72
31.8,1184,-28,88
31.82,1160,-32,72
31.85,1140,-60,72
31.87,1052,-84,64
31.9,1012,-100,64
31.92,972,-112,60
31.95,936,-120,60
31.97,912,-124,60
32,904,-104,64
32.02,920,-96,60
32.04,944,-120,68
32.07,988,-96,64
32.1,1020,-72,68
32.12,1108,-68,72
32.14,1132,-44,80
32.17,1172,-16,68
32.19,1184,-4,84
32.22,1172,24,80
32.24,1152,36,96
32.27,1104,60,88
32.29,1064,76,88
32.31,1024,96,72
32.34,948,96,80
32.36,912,104,80
32.39,900,100,88
32.41,888,108,96
32.44,896,84,76
32.49,984,80,72
32.51,1032,64,80
32.54,1104,56,92
32.59,1168,20,88
32.64,1176,-12,80
32.66,1160,-44,80
32.68,1100,-68,68
32.71,1064,-84,60
32.73,1028,-88,72
32.76,988,-104,68
32.78,956,-120,60
32.81,912,-120,52
32.83,920,-124,64
32.85,928,-120,56
32.88,948,-108,40
32.93,1052,-76,76
32.95,1092,-56,68
32.98,1128,-56,72
33,1152,-12,68
33.03,1180,4,84
33.05,1152,16,88
33.08,1144,36,88
33.1,1108,60,84
33.13,1036,72,80
33.15,992,80,80
33.18,960,88,84
33.2,924,92,88
33.25,892,92,88
33.27,908,96,88
33.3,932,80,84
33.32,972,72,80
33.34,1008,68,80
33.37,1080,52,72
33.4,1124,48,80
33.44,1164,8,96
33.47,1164,-12,76
33.49,1144,-48,80
33.52,1120,-56,68
33.54,1072,-72,64
33.59,972,-104,64
33.59,972,-104,64
33.62,948,-116,60
33.67,920,-120,56
33.69,924,-116,56
33.71,968,-108,56
33.74,1000,-92,60
33.76,1028,-88,76
33.79,1060,-60,76
33.81,1108,-36,76
33.84,1152,-12,72
33.86,1168,4,76
33.89,1160,0,80
33.91,1148,28,76
33.94,1084,56,84
33.96,1044,68,76
33.98,1016,72,80
34.01,972,80,72
34.03,944,84,88
34.06,908,96,80
34.08,900,100,88
34.11,916,84,76
34.13,936,72,84
34.16,964,80,88
34.18,1032,68,84
34.21,1056,52,84
34.23,1104,40,64
34.26,1124,20,92
34.3,1156,-24,68
34.33,1132,-40,88
34.35,1112,-48,76
34.38,1080,-80,56
34.43,984,-96,64
34.45,952,-112,60
34.47,936,-116,56
34.5,928,-120,52
34.52,928,-88,68
34.55,948,-88,60
34.57,972,-84,68
34.6,1012,-64,72
34.62,1080,-64,80
34.65,1108,-36,84
34.67,1128,-32,84
34.69,1152,-4,76
34.72,1152,16,80
34.74,1116,36,92
34.77,1084,32,88
34.8,1048,60,72
34.82,1028,76,80
34.84,988,76,76
34.87,932,80,96
34.92,896,92,92
34.94,908,76,84
34.99,976,72,76
35.01,1016,60,76
35.04,1048,56,84
35.06,1080,36,88
35.09,1136,12,84
35.11,1144,8,76
35.14,1152,-20,60
35.16,1140,-24,72
35.19,1088,-56,64
35.21,1044,-80,76
35.24,1020,-72,52
35.26,1000,-96,64
35.28,968,-108,64
35.31,928,-108,52
35.34,920,-120,64
35.36,952,-128,36
35.38,964,-120,52
35.41,992,-100,52
35.43,1028,-72,76
35.46,1064,-44,80
35.48,1088,-40,64
35.5,1132,-28,80
35.53,1132,-4,68
35.55,1132,24,76
35.58,1112,36,88
35.6,1092,32,84
35.63,1056,52,68
35.65,1000,72,84
35.68,960,80,76
35.7,936,88,84
35.73,924,80,88
35.75,904,84,88
35.78,916,96,80
35.8,928,80,80
35.82,960,76,76
35.85,996,64,80
35.87,1028,40,76
35.9,1096,24,88
35.92,1112,16,80
35.95,1124,16,72
35.97,1128,-12,80
36,1108,-36,80
36.02,1092,-52,80
36.04,1064,-68,72
36.07,1028,-76,64
36.09,1004,-96,64
36.12,952,-104,52
36.14,940,-108,60
36.17,928,-104,60
36.19,932,-92,48
36.24,996,-100,80
36.27,1024,-68,68
36.29,1052,-48,68
36.31,1084,-52,76
36.34,1116,-24,60
36.36,1132,-12,72
36.39,1128,8,88
36.41,1112,20,84
36.44,1064,48,84
36.47,1028,56,76
36.49,1008,68,80
36.51,972,84,84
36.54,944,76,80
36.56,912,84,80
36.59,916,92,80
36.61,920,84,84
36.64,936,84,80
36.66,952,68,76
36.68,1012,52,80
36.71,1052,44,76
36.73,1072,28,72
36.76,1100,20,88
36.78,1116,4,68
36.81,1116,-16,76
36.85,1084,-44,76
36.88,1060,-60,68
36.93,988,-84,72
36.95,964,-96,56
36.98,948,-112,52
37,936,-96,68
37.03,948,-72,64
37.08,992,-96,60
37.1,1016,-96,68
37.12,1044,-32,92
37.15,1080,-24,68
37.17,1108,-20,80
37.2,1120,-12,84
37.22,1120,4,72
37.25,1080,28,84
37.27,1068,36,88
37.3,1040,48,84
37.32,1008,56,76
37.34,984,68,80
37.37,932,84,76
37.39,924,92,80
37.42,920,84,80
37.44,916,68,84
37.47,936,68,84
37.49,976,60,84
37.52,1012,52,88
37.54,1028,44,68
37.57,1064,24,92
37.6,1100,0,80
37.62,1108,-12,88
37.64,1120,-8,72
37.67,1104,-16,64
37.69,1088,-60,64
37.72,1044,-68,72
37.74,1016,-80,64
37.76,984,-88,72
37.79,964,-92,52
37.81,952,-100,60
37.84,948,-100,60
37.86,956,-112,40
37.88,960,-88,56
37.91,976,-80,64
37.94,1024,-64,72
37.96,1060,-72,76
37.98,1080,-52,76
38.03,1096,-8,88
38.06,1100,12,92
38.08,1092,24,84
38.13,1044,52,84
38.16,992,72,76
38.18,964,68,76
38.21,948,76,84
38.25,920,68,84
38.28,924,76,48
38.3,936,60,64
38.33,968,68,72
38.35,1000,60,88
38.37,1016,48,84
38.4,1064,32,80
38.43,1116,116,88
38.45,1080,4,60
38.47,1076,28,104
