30.00,1184.00,68.00,-40.00
30.02,1112.00,104.00,-16.00
30.07,976.00,100.00,36.00
30.10,940.00,72.00,4.00
30.12,896.00,100.00,24.00
30.17,848.00,96.00,20.00
30.20,832.00,104.00,8.00
30.22,848.00,92.00,4.00
30.24,872.00,100.00,-4.00
30.27,900.00,96.00,-4.00
30.29,980.00,84.00,-8.00
30.32,1032.00,72.00,-12.00
30.34,1080.00,64.00,-20.00
30.37,1128.00,64.00,-28.00
30.39,1184.00,48.00,-16.00
30.42,1256.00,44.00,-28.00
30.44,1268.00,16.00,-8.00
30.46,1292.00,12.00,-28.00
30.49,1304.00,-4.00,-16.00
30.54,1264.00,-24.00,-28.00
30.56,1204.00,-56.00,16.00
30.58,1172.00,-44.00,-44.00
30.61,1092.00,-60.00,24.00
30.61,1092.00,-60.00,24.00
30.63,1076.00,-56.00,20.00
30.68,924.00,-104.00,20.00
30.71,896.00,-88.00,4.00
30.73,864.00,-132.00,16.00
30.75,860.00,-100.00,4.00
30.78,856.00,-76.00,-20.00
30.80,876.00,-112.00,-8.00
30.83,904.00,-96.00,-12.00
30.85,940.00,-76.00,-36.00
30.87,976.00,-92.00,-20.00
30.90,1016.00,-52.00,-24.00
30.93,1116.00,-80.00,-12.00
30.95,1156.00,-28.00,-28.00
30.98,1208.00,-28.00,-8.00
31.00,1236.00,0.00,-36.00
31.02,1276.00,0.00,-12.00
31.05,1288.00,24.00,-28.00
31.07,1284.00,8.00,-8.00
31.10,1276.00,28.00,-12.00
31.15,1160.00,72.00,16.00
31.17,1156.00,32.00,-40.00
31.19,1072.00,40.00,12.00
31.22,1020.00,120.00,0.00
31.24,980.00,36.00,16.00
31.27,932.00,100.00,40.00
31.29,880.00,92.00,0.00
31.31,848.00,92.00,40.00
31.34,852.00,88.00,4.00
31.36,832.00,120.00,4.00
31.39,856.00,112.00,-8.00
31.41,920.00,76.00,-28.00
31.44,940.00,84.00,20.00
31.46,996.00,92.00,-12.00
31.49,1028.00,64.00,-20.00
31.51,1120.00,56.00,-16.00
31.54,1172.00,52.00,-16.00
31.56,1220.00,36.00,-24.00
31.59,1236.00,40.00,-28.00
31.61,1272.00,8.00,-12.00
31.64,1272.00,8.00,-24.00
31.66,1260.00,4.00,-16.00
31.68,1252.00,-12.00,-28.00
31.71,1216.00,-56.00,-16.00
31.73,1196.00,-64.00,4.00
31.76,1112.00,-24.00,-32.00
31.78,1036.00,-40.00,16.00
31.80,1024.00,-124.00,-20.00
31.83,960.00,-88.00,-12.00
31.85,932.00,-84.00,28.00
31.88,888.00,-108.00,-8.00
31.90,860.00,-108.00,20.00
31.93,864.00,-96.00,-4.00
31.95,868.00,-76.00,8.00
31.97,888.00,-104.00,16.00
32.00,948.00,-76.00,8.00
32.02,988.00,-92.00,-48.00
32.05,1020.00,-56.00,-12.00
32.07,1076.00,-60.00,-20.00
32.10,1156.00,-44.00,-4.00
32.12,1204.00,-12.00,-44.00
32.15,1228.00,-20.00,-12.00
32.17,1244.00,4.00,-32.00
32.19,1268.00,0.00,-20.00
32.22,1256.00,20.00,-20.00
32.27,1228.00,40.00,-16.00
32.29,1208.00,40.00,-12.00
32.32,1148.00,24.00,-28.00
32.34,1056.00,16.00,8.00
32.37,1036.00,108.00,-20.00
32.39,972.00,76.00,36.00
32.42,952.00,68.00,48.00
32.44,892.00,104.00,0.00
32.46,852.00,84.00,44.00
32.49,856.00,84.00,12.00
32.51,844.00,120.00,36.00
32.53,868.00,64.00,8.00
32.56,888.00,80.00,-8.00
32.59,948.00,88.00,-4.00
32.61,988.00,80.00,4.00
32.64,1036.00,64.00,4.00
32.66,1076.00,68.00,-20.00
32.68,1160.00,32.00,-16.00
32.71,1192.00,44.00,-28.00
32.73,1224.00,32.00,-12.00
32.78,1268.00,8.00,-24.00
32.81,1256.00,4.00,-28.00
32.83,1232.00,-16.00,-8.00
32.86,1204.00,-20.00,-28.00
32.88,1168.00,-40.00,4.00
32.93,1032.00,-68.00,20.00
32.95,1016.00,-56.00,-20.00
32.97,964.00,-112.00,28.00
33.00,932.00,-92.00,-4.00
33.02,892.00,-88.00,4.00
33.05,884.00,-120.00,20.00
33.07,872.00,-100.00,0.00
33.09,876.00,-72.00,0.00
33.12,896.00,-92.00,0.00
33.15,920.00,-64.00,-12.00
33.17,984.00,-84.00,-44.00
33.20,1016.00,-56.00,-8.00
33.22,1064.00,-56.00,-20.00
33.25,1092.00,-60.00,-8.00
33.27,1192.00,-36.00,-28.00
33.30,1212.00,-16.00,-20.00
33.32,1240.00,0.00,-20.00
33.35,1244.00,-20.00,-20.00
33.37,1252.00,16.00,-4.00
33.40,1236.00,36.00,-28.00
33.42,1208.00,48.00,-16.00
33.44,1176.00,44.00,-20.00
33.47,1132.00,72.00,-76.00
33.49,1028.00,60.00,44.00
33.52,1012.00,116.00,-20.00
33.54,964.00,72.00,36.00
33.57,952.00,68.00,36.00
33.59,900.00,80.00,12.00
33.64,860.00,84.00,0.00
33.66,852.00,120.00,24.00
33.69,872.00,48.00,0.00
33.72,920.00,84.00,-4.00
33.74,960.00,68.00,-4.00
33.76,1000.00,76.00,-20.00
33.79,1028.00,64.00,-16.00
33.81,1068.00,64.00,-20.00
33.84,1148.00,40.00,-8.00
33.86,1184.00,44.00,-24.00
33.89,1212.00,28.00,-12.00
33.91,1228.00,8.00,-24.00
33.93,1244.00,4.00,-20.00
33.96,1248.00,0.00,-20.00
33.98,1212.00,-32.00,8.00
34.01,1188.00,-56.00,-16.00
34.03,1160.00,-52.00,4.00
34.06,1112.00,-84.00,-16.00
34.11,1000.00,-72.00,-8.00
34.13,960.00,-72.00,8.00
34.15,932.00,-104.00,12.00
34.18,872.00,-76.00,8.00
34.21,864.00,-104.00,-36.00
34.23,860.00,-76.00,-20.00
34.25,888.00,-112.00,8.00
34.28,928.00,-116.00,-4.00
34.31,948.00,-64.00,-4.00
34.35,1024.00,-48.00,-32.00
34.38,1068.00,-56.00,4.00
34.40,1140.00,-20.00,-12.00
34.43,1164.00,-8.00,-20.00
34.45,1196.00,-16.00,-4.00
34.48,1224.00,-32.00,-24.00
34.50,1228.00,28.00,-20.00
34.52,1224.00,12.00,-8.00
34.55,1216.00,32.00,-20.00
34.57,1192.00,32.00,-28.00
34.60,1152.00,36.00,8.00
34.62,1112.00,32.00,-28.00
34.65,1048.00,52.00,28.00
34.67,1012.00,84.00,8.00
34.70,964.00,88.00,40.00
34.72,940.00,76.00,40.00
34.75,900.00,92.00,24.00
34.77,868.00,96.00,32.00
34.79,876.00,92.00,4.00
34.82,872.00,92.00,12.00
34.84,888.00,88.00,8.00
34.87,920.00,56.00,-12.00
34.89,956.00,88.00,16.00
34.92,1000.00,88.00,-8.00
34.94,1036.00,52.00,-8.00
34.96,1076.00,48.00,-12.00
34.99,1160.00,44.00,-8.00
35.01,1184.00,32.00,-16.00
35.04,1208.00,20.00,-16.00
35.06,1212.00,8.00,-24.00
35.09,1216.00,4.00,-24.00
35.11,1224.00,-24.00,0.00
35.13,1204.00,-36.00,-16.00
35.16,1168.00,-56.00,-12.00
35.18,1124.00,8.00,4.00
35.21,1100.00,-80.00,4.00
35.23,1024.00,-60.00,4.00
35.26,988.00,-80.00,4.00
35.28,956.00,-72.00,4.00
35.33,900.00,-80.00,-24.00
35.38,884.00,-108.00,-16.00
35.43,908.00,-80.00,-8.00
35.48,1000.00,-76.00,-24.00
35.50,1032.00,-48.00,0.00
35.53,1072.00,-64.00,-16.00
35.55,1100.00,-40.00,-28.00
35.57,1140.00,-44.00,-12.00
35.60,1196.00,-20.00,-4.00
35.62,1224.00,-32.00,-44.00
35.65,1204.00,36.00,4.00
35.67,1232.00,-16.00,-28.00
35.69,1204.00,40.00,-36.00
35.72,1180.00,48.00,-20.00
35.74,1148.00,76.00,-12.00
35.77,1092.00,52.00,12.00
35.79,1068.00,88.00,16.00
35.84,992.00,92.00,16.00
35.89,900.00,88.00,8.00
35.91,888.00,72.00,12.00
35.93,876.00,76.00,0.00
36.01,912.00,88.00,-12.00
36.03,944.00,72.00,-4.00
36.06,972.00,68.00,-4.00
36.08,1008.00,56.00,-8.00
36.11,1080.00,60.00,-12.00
36.13,1112.00,36.00,-8.00
36.15,1152.00,28.00,-20.00
36.18,1172.00,36.00,-16.00
36.20,1196.00,8.00,4.00
36.23,1224.00,0.00,-36.00
36.25,1192.00,-8.00,20.00
36.27,1208.00,-20.00,-4.00
36.30,1156.00,-20.00,-4.00
36.32,1140.00,-80.00,4.00
36.35,1084.00,-64.00,4.00
36.39,1012.00,-92.00,-4.00
36.42,984.00,-52.00,8.00
36.45,924.00,-60.00,-12.00
36.47,904.00,-100.00,-12.00
36.49,892.00,-68.00,-24.00
36.52,892.00,-104.00,-4.00
36.54,884.00,-80.00,0.00
36.57,912.00,-104.00,-12.00
36.59,940.00,-52.00,-8.00
36.62,968.00,-76.00,-12.00
36.64,1012.00,-48.00,-16.00
36.66,1032.00,-68.00,-4.00
36.69,1100.00,-28.00,8.00
